time;;;bed1;;;bed2;;;bed3;;;bed4;;;bed1_lp;;;bed2_lp;;;bed3_lp;;;bed4_lp;;;eq_left;;;ecg;;;meds;;;phone;;;people_together
475;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[{0, 2}]
476;;;0;;;0;;;1;;;2;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 3}]
477;;;0;;;0;;;1;;;2;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
478;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
479;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
480;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
481;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
482;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
483;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
484;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
485;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
486;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
487;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
488;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
489;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
490;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
491;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
492;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 3}]
493;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
494;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
495;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
496;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
497;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
498;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
499;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
500;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
501;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
502;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{2, 3}]
503;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{2, 3}]
504;;;1;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{2, 3, 4}]
505;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 2}]
506;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
507;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
508;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{2, 3}]
509;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
510;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{2, 3}]
511;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
512;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
513;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
514;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
515;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
516;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
517;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
518;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[{0, 1}]
519;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
520;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
521;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1, 2}]
522;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
523;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
524;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[{0, 1}]
525;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
526;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 2}]
527;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
528;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
529;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
530;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
531;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
532;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
533;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
534;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
535;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
536;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{1, 3}]
537;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 3}]
538;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
539;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 3}]
540;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{2, 3}]
541;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[{1, 3}]
542;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 2}]
543;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[]
544;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[{0, 2}]
545;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[]
546;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[]
547;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[]
548;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[]
549;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[]
550;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
551;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
552;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
553;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
554;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;[]
555;;;0;;;0;;;1;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
556;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
557;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
558;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
559;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
560;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
561;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
562;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
563;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
564;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 2}]
565;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
566;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
567;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
568;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
569;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[{0, 1}, {2, 3}]
570;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[{0, 1}, {2, 3}]
571;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[{0, 1}, {2, 3}]
572;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[{0, 1}, {2, 3}]
573;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[{2, 3}]
574;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;[{1, 3}]
575;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
576;;;0;;;0;;;2;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
577;;;0;;;0;;;1;;;1;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
578;;;0;;;0;;;1;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;[{1, 2}]
579;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;2;;;[{1, 2}]
580;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;1;;;[{1, 2}]
581;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
582;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
583;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
584;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
585;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
586;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
587;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
588;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
589;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
590;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
591;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;1;;;[]
592;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
593;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
594;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
595;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
596;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
597;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
598;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
599;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
600;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
601;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
602;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
603;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
604;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
605;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
606;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
607;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
608;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
609;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
610;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
611;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
612;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
613;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
614;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
615;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
616;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
617;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
618;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
619;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
620;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
621;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
622;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
623;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
624;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
625;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
626;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
627;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
628;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
629;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
630;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
631;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
632;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
633;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
634;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
635;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
636;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
637;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
638;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
639;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
640;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
641;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
642;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
643;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
644;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
645;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
646;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
647;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
648;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
649;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
650;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
651;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
652;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
653;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
654;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
655;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
656;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
657;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
658;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
659;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
660;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
661;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
662;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
663;;;0;;;0;;;1;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
664;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
665;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
666;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
667;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
668;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
669;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
670;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
671;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
672;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
673;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
674;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
675;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
676;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
677;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
678;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
679;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
680;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
681;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
682;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
683;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
684;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
685;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
686;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
687;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
688;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
689;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
690;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
691;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
692;;;0;;;0;;;1;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
693;;;0;;;0;;;1;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
694;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
695;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
696;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
697;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
698;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
699;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
700;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
701;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
702;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
703;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
704;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
705;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
706;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
707;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
708;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
709;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
710;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
711;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
712;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
713;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
714;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
715;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
716;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
717;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
718;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
719;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
720;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
